
300	250	300
300	250	300
300	250	300
300	250	300
300	250	300
300	250	300
300	250	300
299	250	300
299	240	300
299	240	300
298	240	300
298	240	300
298	240	300
298	240	300
298	240	300
298	240	300
298	200	300
298	190	300
298	190	300
300	190	200
299	190	200
299	190	200
299	190	200
297	210	300
297	210	300
297	210	300
297	210	300
297	210	300
297	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
296	200	300
199	180	300
199	180	300
199	180	300
198	180	300
198	200	300
197	200	300
197	100	300
198	200	300
198	190	300
198	190	300
198	190	300
200	190	300
295	200	300
297	200	300
297	200	300
151	200	300
151	200	300
151	200	300
151	200	300
151	200	300
300	200	300
374	190	300
374	190	300
374	210	300
374	210	300
350	210	300
350	210	300
350	210	300
350	210	300
350	210	300
392	300	200
392	390	200
392	390	200
392	390	200
392	390	200
392	390	200
392	390	200
392	390	200
392	390	200
392	390	200
6	220	200
