
14000	13660	10000
14997	9980	15900
14997	9980	15900
14997	9970	15900
14997	9970	15000
14997	9970	15000
14997	9970	15000
14997	9970	15000
14997	9960	15000
14997	9980	15000
14997	9980	15000
14997	9980	15000
14997	9980	15900
14997	9970	15900
14997	9970	15900
14997	9970	15900
14997	9960	15900
14997	9960	15900
14997	9960	15900
8000	9000	15900
8000	9000	15900
8000	8500	15900
8000	8500	15900
8000	8500	15900
8000	8500	15900
8000	8500	15500
7002	8500	15500
8000	8490	15500
7002	8480	15500
7002	8500	15500
7002	8500	15500
7002	8500	15500
7002	8500	15500
7002	8500	15500
7002	8500	15500
13999	13700	15400
13999	13740	15400
13999	13770	15300
13999	13790	15300
13999	13790	15300
13999	13840	15300
13999	13870	15300
13999	13870	15300
13999	13890	15300
13999	13890	15300
13999	13890	15300
13999	13900	15300
13500	13940	15000
13500	13940	15000
13500	13940	15000
13500	13940	15000
13500	13940	15000
14994	13940	15000
14994	13940	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14994	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14990	13900	15000
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14994	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12580	14500
14993	12570	14500
14993	12570	14500
14993	12570	14500
14992	12570	14500
14992	12580	14500
14992	12580	14500
12999	14000	12000
12999	14000	12000
12999	14000	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
12998	13990	12000
14000	13990	12000
14998	13990	12000
14998	13990	12000
14998	13990	12000
14000	13990	12000
14000	13990	12000
14000	13990	12000
14000	13990	12000
14000	13990	12000
14000	13990	12000
14000	13990	12000
14997	14000	12000
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14910	14800
16819	14900	14800
16819	14900	14800
16819	14900	14800
16819	14900	14800
16819	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
16800	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14900	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14000	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14899	14910	14800
14898	14910	14800
14898	14910	14800
14800	14800	14000
14800	14800	14000
14800	14800	14000
14800	14800	14000
14799	14800	14000
14799	14800	14000
14799	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14800	14000
13999	14790	13900
13999	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
17500	14790	13900
14785	14790	12000
14785	14790	12000
14785	14790	12000
14784	14790	12000
14784	14790	12000
17500	14790	12000
17500	14790	12000
17500	14790	12000
17500	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17499	14790	12000
17500	14780	12000
17500	14780	12000
17500	14780	12000
17500	14770	12000
17500	14770	12000
17500	14770	12000
